91 / 100 (8033): 39.45, -1.64, -54.65, -52.96, -2.46, 12.74, 32.04, 24.13, -27.52, 10.73
85 / 100 (7657): -64.13, -17.44, 46.99, -23.98, -17.58, 14.36, 36.55, 0.73, -27.19, 14.44
99 / 100 (8226): 15.92, -18.35, -54.42, -46.56, -2.45, 28.09, 48.90, -15.67, -27.13, 10.62
100 / 100 (7943): -35.78, -30.82, 5.66, -30.56, -2.41, 26.97, 24.20, -60.80, -41.09, 10.02
92 / 100 (7695): -71.11, -16.57, -49.13, 21.89, -7.11, 13.64, 1.07, -4.92, 10.34, 37.52
92 / 100 (7803): -69.13, -18.80, 50.65, -25.84, -18.95, 15.47, 10.88, 0.81, -27.30, 13.10
87 / 100 (7925): -46.26, -18.28, -59.58, 9.88, -3.12, 15.53, 39.04, 29.41, -32.72, 12.95
95 / 100 (7837): -68.79, -14.93, -47.67, 21.02, 2.37, 22.29, 20.59, 21.05, -18.22, 25.11
98 / 100 (8041): -61.33, -15.72, 18.43, -54.41, -21.84, 2.49, 10.23, -36.36, -25.69, 11.02
97 / 100 (7888): -35.78, -30.82, 5.66, -30.56, -2.41, 26.97, 24.20, -60.80, -41.09, 10.02
95 / 100 (7851): -69.45, -22.37, -48.13, 21.22, 2.39, 22.51, 20.79, 21.25, -18.39, 13.23
84 / 100 (7700): -61.67, -16.77, 45.19, -23.06, -16.91, 11.19, 46.28, 0.70, -26.14, 10.22
99 / 100 (8020): -80.99, -10.85, 17.86, -36.21, -18.12, 9.24, 22.75, -11.42, -19.88, 15.34
90 / 100 (7869): -36.05, -13.42, -42.85, -34.02, -2.31, 20.35, 47.96, -40.78, -26.76, 20.66
95 / 100 (7887): -60.20, -15.23, 44.11, -22.80, -16.50, 31.63, 34.31, 0.69, 31.79, 14.71
82 / 100 (7342): -37.20, -9.73, -34.76, -70.83, -0.33, 20.74, 36.10, -10.01, -20.03, 7.84
91 / 100 (7737): -61.81, -16.81, 45.29, -23.11, -16.95, 13.84, 35.23, 0.71, -26.20, 30.08
94 / 100 (7877): -49.19, 18.11, -45.52, -44.12, -22.88, 12.05, 30.69, 13.02, -35.39, 14.14
99 / 100 (8020): -32.30, -14.59, 52.02, -26.54, -2.07, 32.67, 62.61, -15.01, -5.85, 9.04
80 / 100 (7400): -49.18, -12.87, 67.22, -23.40, -15.50, 12.65, 32.22, -13.24, -23.96, 12.73
90 / 100 (7814): -43.46, -11.37, -40.62, -39.50, -18.57, 9.75, 36.50, -49.55, -20.36, 11.44
92 / 100 (7725): -47.07, -12.80, 21.06, -42.72, -1.79, 23.38, 36.84, -53.57, -20.55, 12.36
86 / 100 (7060): 41.23, -1.71, 49.11, -55.34, -2.57, 15.00, 33.48, 25.21, -28.76, -2.70
97 / 100 (7844): -60.57, -11.54, 4.99, -26.94, -2.13, 23.78, 37.07, -53.59, 23.54, 8.83
98 / 100 (7927): -65.71, -29.44, -45.53, 20.08, -2.30, 25.77, 19.67, 20.11, -17.40, 23.99
92 / 100 (7667): -71.72, -7.43, -25.39, -25.70, -2.55, 17.57, 10.97, -52.69, -13.30, 10.33
