9 / 10 (6179091): -69.78, -0.97, -0.95, -49.66, -14.49, 31.46, 37.69, 1.79, 4.83, 3.93
10 / 10 (6789775): -17.52, -0.77, -10.20, -78.28, -12.54, 34.27, 43.75, 9.80, 8.55, 6.77
9 / 10 (6366858): -66.51, -1.04, -9.11, -55.37, -13.58, 30.29, 33.28, 11.34, 8.60, 3.78
9 / 10 (6142972): -34.32, -0.73, -11.50, -74.47, -11.93, 32.60, 41.62, 9.32, 8.80, 6.44
8 / 10 (6298039): -34.05, -0.76, -10.12, -73.89, -11.84, 34.00, 41.30, 9.25, 12.28, 6.39
8 / 10 (6105372): -74.53, -1.04, -8.75, -52.02, -13.65, 28.00, 17.95, 16.99, 8.25, 3.63
8 / 10 (6487555): -68.94, -0.95, -9.09, -58.88, -14.11, 30.64, 18.91, 11.53, 6.96, 4.46
8 / 10 (6384118): -65.18, -1.02, -8.93, -56.47, -13.85, 29.68, 32.61, 11.64, 13.97, 3.88
8 / 10 (6069369): -39.34, -0.58, -13.19, -72.98, -13.68, 31.94, 40.79, 3.66, 5.89, 5.78
9 / 10 (6648741): -23.31, -1.76, -11.06, -74.59, -15.28, 33.18, 47.40, 11.77, 5.10, 4.74
8 / 10 (6108199): -41.62, -0.13, -11.05, -67.16, -12.42, 36.74, 43.33, 9.70, 10.68, 6.71
8 / 10 (5824165): -67.48, -0.94, -0.92, -48.02, -19.03, 30.43, 41.56, 9.31, 4.68, 3.80
8 / 10 (6184186): -42.61, -1.82, -35.12, -55.64, -13.34, 35.25, 46.56, 11.57, 9.16, 6.70
8 / 10 (5731838): -36.60, -1.04, -26.47, -66.54, -12.12, 32.30, 46.49, 11.55, 5.00, 4.65
8 / 10 (6048078): -56.80, -1.34, -19.45, -56.85, -10.40, 38.76, 36.13, 14.92, 3.89, 2.77
8 / 10 (6304735): -36.52, -1.10, -12.24, -70.67, -12.88, 34.69, 44.29, 9.92, 9.37, 1.71
