86 / 100 (7697): 15.10, -15.53, 1.86, -50.36, 2.23, 58.04, 44.51, -25.56, 6.17, 30.73
88 / 100 (7324): -91.67, 0.87, 0.55, -14.73, -12.20, 21.84, 15.30, -18.33, -13.53, -0.04
97 / 100 (7971): -53.84, -37.73, -17.96, -32.55, -0.89, 27.49, 31.90, 32.30, -35.58, 14.55
94 / 100 (7884): -52.85, -23.77, 24.98, -38.47, -12.50, 42.14, 22.87, 37.92, -6.68, 24.51
96 / 100 (7899): -38.02, -40.45, 35.17, -20.42, -1.99, 20.67, 18.53, 66.04, 9.64, 5.93
99 / 100 (7953): -74.74, -18.33, 0.44, -34.90, -17.28, 17.80, 12.47, -14.94, -38.15, 20.25
96 / 100 (7847): -55.45, -24.93, 1.04, -40.36, -13.12, 44.22, 24.89, 39.79, -7.01, 17.18
98 / 100 (7931): -51.02, -14.99, 1.80, -48.62, -12.07, 40.69, 42.98, -24.68, -6.45, 22.50
96 / 100 (8000): -47.34, -50.35, 33.78, -25.42, -2.48, 25.73, 51.17, -1.03, 12.00, 2.14
81 / 100 (7513): -36.06, -38.36, 23.69, -36.48, -11.86, 19.60, 17.57, 62.63, -6.33, 23.24
98 / 100 (7979): -65.74, -34.46, 43.75, -28.71, -5.21, 25.46, 25.87, -14.12, -8.77, 11.46
88 / 100 (7615): -38.00, 1.25, 12.34, -53.02, -17.88, 25.58, 15.16, 42.33, -49.62, 11.52
92 / 100 (7824): 14.50, -14.91, 4.73, -48.35, 0.39, 55.73, 42.74, -23.19, 29.43, 29.51
92 / 100 (7647): -69.95, -44.24, 0.48, -22.34, -10.72, 19.19, 44.97, -0.90, -11.89, 1.88
92 / 100 (7777): -58.12, -33.12, 28.80, -16.72, -1.63, 16.92, -8.01, 63.06, 7.89, 4.85
95 / 100 (7822): -55.45, -24.93, 1.04, -40.36, -13.12, 44.22, 24.89, 39.79, -7.01, 17.18
97 / 100 (7972): -65.65, -12.46, -26.01, -11.28, -0.68, 16.19, -5.63, -23.50, 61.30, 11.27
91 / 100 (7796): -74.16, -5.04, 0.44, -48.85, -19.51, 17.67, -7.18, 20.27, -10.95, 28.52
93 / 100 (7764): -23.64, -13.82, 47.25, -12.50, -4.73, 43.55, 45.21, -9.60, 50.73, 15.26
86 / 100 (7526): -89.04, -24.30, 18.43, -6.74, -0.02, 15.39, -11.83, -4.06, 21.46, 15.61
96 / 100 (7867): -66.79, -18.62, 0.45, -35.45, -17.56, 25.86, 12.67, -15.18, -8.91, 49.88
96 / 100 (8030): -31.46, -32.46, 28.77, -52.33, -14.17, 37.21, 24.37, 3.09, 46.59, 5.50
92 / 100 (7872): -69.38, -17.02, -24.14, -10.47, -16.04, 16.53, 11.58, -13.87, 56.90, 10.46
80 / 100 (7270): -34.60, 1.06, 44.51, -10.48, -1.02, 10.61, 15.86, 75.08, 26.45, 3.04
97 / 100 (7842): -58.04, -18.87, 27.44, -42.25, -13.73, 22.84, 25.12, 40.22, -7.33, 26.92
81 / 100 (7446): -53.83, -48.83, 0.62, -39.18, -12.74, 42.92, 23.29, 3.55, 0.57, 24.97
97 / 100 (7963): -72.25, -41.16, 35.80, -31.60, -2.03, 21.04, -9.95, -1.27, 14.91, 6.03
86 / 100 (7485): -57.45, -24.43, 34.55, -21.99, -17.17, 34.53, 24.39, -11.72, 43.84, 16.84
95 / 100 (7798): -51.28, -23.06, 31.62, -37.33, -14.19, 25.20, 26.54, 50.39, -6.48, 17.99
93 / 100 (7809): -65.25, -12.39, -25.85, -14.55, -0.67, 16.09, -8.28, -23.35, 60.92, 11.20
95 / 100 (7827): -67.51, -14.10, 4.63, -45.71, -20.93, 29.12, 22.33, -23.20, 5.60, 27.89
92 / 100 (7831): -61.80, -52.52, 41.12, -26.99, -4.90, 23.93, -6.75, -13.28, -8.25, 10.77
89 / 100 (7797): -60.32, -17.02, 0.73, -19.70, -16.32, 51.48, 38.03, -13.88, 31.87, 10.51
98 / 100 (7891): 15.47, -24.35, 1.91, -51.61, 2.28, 43.19, 45.62, 38.86, -6.84, 31.49
98 / 100 (8254): -37.80, 1.24, -13.73, -52.70, -17.77, 25.43, 15.07, 65.65, 9.58, 3.43
88 / 100 (7631): -34.71, -8.46, 0.49, -57.74, -15.64, 41.06, 26.89, -21.55, -42.10, 22.34
99 / 100 (7929): -42.38, -7.79, 57.09, -14.21, -5.36, 27.29, 30.66, 4.64, 39.42, 37.32
94 / 100 (7836): -54.26, -20.85, 3.99, -58.84, -19.66, 20.25, 37.12, -17.00, -6.86, 25.17
99 / 100 (7992): -64.22, -27.89, 0.38, -44.97, -12.18, 31.98, 10.72, -12.84, 40.04, 4.73
94 / 100 (7771): -59.83, -16.84, 0.44, -36.17, -17.21, 25.34, 11.72, 35.89, -8.73, 48.88
99 / 100 (7939): -48.72, -12.14, 41.52, -35.46, -4.16, 38.26, 39.72, 34.96, -6.16, 13.41
93 / 100 (7891): -36.81, -39.15, 34.05, -19.77, -0.86, 20.01, 30.88, 63.93, 9.33, 5.74
99 / 100 (7945): 20.31, -20.89, 2.51, -67.74, 3.00, 40.69, 47.22, -11.62, 8.30, 21.40
94 / 100 (7800): -67.58, 7.42, 4.64, -25.29, -16.22, 29.15, 37.80, 30.58, 31.67, 15.43
97 / 100 (8007): -59.33, -35.50, 4.37, -57.23, -21.50, 22.15, 26.65, -13.05, -7.50, 6.02
93 / 100 (7811): 19.12, -19.67, 2.36, -63.78, 2.82, 25.80, 44.46, -10.94, 44.69, 20.15
89 / 100 (7681): -51.78, -35.63, 0.38, -66.43, -1.75, 21.93, 10.14, 31.06, -7.56, 5.22
83 / 100 (7318): -65.54, -17.89, 0.32, -7.48, -0.73, 11.33, 11.32, 68.64, 18.88, 2.17
99 / 100 (8152): -67.78, -23.43, 0.82, -22.14, -18.34, 22.75, 42.73, -19.10, 35.81, 6.27
97 / 100 (8101): -31.60, -32.61, -18.04, -52.57, -14.24, 37.38, 32.05, -0.85, 46.80, 5.53
94 / 100 (7838): -92.31, -2.04, 9.27, -28.26, -15.82, 14.33, -5.82, 1.59, 0.52, 9.93
85 / 100 (7573): -48.52, 1.07, 25.59, -30.20, -5.07, 20.39, 3.46, 73.39, -5.24, 14.56
92 / 100 (7738): -55.12, -33.97, 29.54, -50.09, -14.49, 17.36, -8.22, -0.66, 12.31, 41.17
97 / 100 (7909): -36.33, -19.94, 30.96, -66.59, -3.10, 31.43, 29.62, 26.07, -1.21, 18.28
98 / 100 (8026): -51.36, -12.91, 34.17, -41.85, 1.85, 48.23, 36.99, -21.24, -6.85, 8.95
100 / 100 (7952): -62.91, -28.29, -0.14, -51.02, -14.88, 36.28, 28.24, -14.57, -7.95, 5.36
90 / 100 (7735): -77.10, -43.93, 38.20, -11.18, -2.16, 11.32, -10.62, -1.36, 15.91, 6.44
97 / 100 (7832): -33.01, -6.76, 49.57, -17.73, -1.73, 17.95, 16.09, 57.34, 34.23, 32.40
95 / 100 (7768): -67.95, -2.50, 13.19, -26.98, -17.30, 36.09, 36.80, 32.62, -9.47, 19.11
100 / 100 (8022): -67.35, -38.49, 32.06, -26.05, -3.73, 41.35, 18.96, -9.73, -6.04, 7.89
96 / 100 (7793): -82.82, -4.55, 0.40, -44.06, -17.59, 14.31, -6.47, -9.12, -10.18, 20.86
84 / 100 (7621): -53.92, 1.15, -12.74, -48.90, -1.51, 23.59, 13.98, 60.91, 7.32, 4.50
91 / 100 (7687): -64.33, -18.11, 0.47, -38.89, -18.21, 18.76, 31.35, 38.59, -20.25, 21.33
95 / 100 (7910): -70.71, -19.34, 1.52, -40.99, -0.01, 34.30, 36.23, -3.23, 17.04, 12.40
99 / 100 (7988): -62.52, -11.49, 18.24, -20.96, -7.91, 40.25, 50.88, 6.85, -13.09, 26.42
82 / 100 (7314): -72.96, 1.35, 43.88, -27.93, -1.30, 13.47, 20.14, -14.89, 33.59, 5.47
89 / 100 (7765): -59.74, -25.95, 0.68, -41.83, -11.33, 47.89, 9.97, -2.03, 37.24, 9.78
95 / 100 (7899): -54.63, -21.00, -33.42, -32.77, -0.90, 27.68, 37.38, -17.12, -35.83, 25.34
100 / 100 (8027): -67.42, -13.19, 13.09, -40.53, -0.72, 35.81, 36.52, -24.88, -9.39, 11.93
82 / 100 (7304): -64.51, 1.25, 52.56, -38.70, -1.06, 12.52, 18.72, 8.97, 31.23, 3.59
96 / 100 (7664): -68.27, -25.54, 34.62, -25.55, -13.44, 29.45, 7.64, 40.75, -7.18, -4.23
91 / 100 (7777): -68.82, -39.33, 29.40, -26.62, -14.48, 38.03, 19.37, 3.16, -6.18, 8.07
96 / 100 (7850): -64.81, -17.73, 12.09, -37.57, -15.86, 33.08, 33.73, 29.90, 15.62, 17.51
99 / 100 (7966): -74.74, -18.33, 0.44, -34.90, -17.28, 17.80, 12.47, -14.94, -38.15, 20.25
100 / 100 (8012): -29.40, -30.34, 28.80, -61.96, -2.88, 29.24, 27.56, -0.79, 43.55, 5.14
98 / 100 (7964): -84.02, -16.88, 0.39, -8.89, -0.02, 40.76, 13.45, -3.83, 22.43, 14.73
97 / 100 (7828): -63.94, 1.34, -31.16, -38.35, -1.77, 32.40, 43.74, -20.03, 8.57, 5.27
100 / 100 (8048): -35.23, -36.35, 37.65, -28.34, -2.76, 41.67, 57.05, -1.14, 13.37, 6.16
90 / 100 (7809): -49.30, -44.77, 2.67, -22.60, -11.67, 39.32, 45.50, 35.38, -6.23, 1.90
98 / 100 (8007): -32.47, -33.50, 34.86, -54.01, -2.56, 26.56, 25.15, -1.06, 48.09, 5.68
96 / 100 (7989): -63.88, -25.59, 26.90, -41.41, -23.15, 23.84, 37.83, -14.05, -7.19, 6.48
98 / 100 (7991): -55.94, 1.19, 29.85, -50.73, -14.70, 24.48, 14.51, 3.21, 48.34, 5.71
100 / 100 (8029): -49.50, -22.52, 2.70, -39.69, -4.62, 43.87, 44.09, 38.80, -0.51, 8.03
100 / 100 (7936): -36.64, -13.83, -28.86, -19.68, -1.92, 17.96, 17.86, -26.08, 68.03, 35.96
97 / 100 (8229): -44.03, -16.63, 0.30, -23.64, -0.68, 23.93, 47.60, 63.84, 17.56, 2.02
90 / 100 (7617): -82.39, -22.49, 32.79, -28.94, -3.49, 19.27, -8.81, -1.17, -10.45, 14.90
83 / 100 (7664): -52.84, -39.32, 3.89, -57.30, -23.82, 24.53, 29.52, -14.46, -8.31, 6.66
95 / 100 (7863): -70.75, -41.20, 45.47, -14.22, -5.41, 26.46, -8.10, 2.59, -9.12, 11.91
100 / 100 (7920): 20.69, -21.28, 9.87, -69.01, 3.05, 41.46, 48.11, -11.84, 8.45, 2.18
93 / 100 (7805): -72.71, -24.82, 31.51, -10.23, -3.75, 19.65, 22.08, -10.17, -6.32, 44.36
94 / 100 (7973): -67.80, -23.78, 0.83, -22.48, -18.62, 26.25, 43.38, -7.20, 36.35, 6.37
97 / 100 (7948): -56.42, -14.06, -0.16, -41.07, -17.24, 44.31, 46.00, -16.87, -5.49, 15.53
92 / 100 (7757): -68.23, -26.76, 40.31, -35.58, -2.28, 23.69, -11.21, -1.44, 16.79, 27.60
96 / 100 (7898): -68.35, -41.41, 36.01, -34.17, -2.04, 21.16, -10.01, -1.28, 15.00, 19.22
99 / 100 (7938): -54.31, -28.47, 36.14, -55.01, -9.23, 25.96, 21.37, 21.53, -1.00, 15.10
92 / 100 (7832): -30.99, -9.51, 28.34, -51.54, -13.96, 26.99, 48.38, 3.05, 45.89, 10.50
99 / 100 (7873): -20.99, -21.66, 22.44, -85.73, -9.46, 24.83, 21.29, -0.68, 7.97, 3.67
96 / 100 (7792): -63.79, -27.70, 0.77, -44.66, -13.26, 22.69, 10.65, 39.95, -7.28, 26.74
89 / 100 (7567): -73.37, -20.07, 4.53, -51.62, -0.01, 22.98, 27.65, -3.35, -7.78, 12.86
94 / 100 (7827): -61.88, -38.46, 1.16, -24.80, -5.81, 28.41, 28.87, 44.40, -7.82, 19.18
94 / 100 (7822): 35.47, -15.70, 4.98, -50.93, 0.41, 42.39, 53.59, 7.21, -13.78, 31.08
98 / 100 (8006): -83.93, -41.61, 0.57, 3.87, -2.05, 21.27, 15.92, -19.08, 9.92, 6.10
86 / 100 (6991): -55.73, 0.75, -23.24, -28.60, -1.32, 24.16, 9.30, -14.94, -68.01, 3.93
99 / 100 (8153): -32.93, -13.45, -18.80, -43.60, 1.93, 50.26, 38.54, -0.89, 48.76, 9.33
90 / 100 (7810): -56.12, -13.08, 4.13, -29.52, -20.34, 16.99, 16.89, -24.67, 64.34, 7.43
98 / 100 (8082): -57.18, -8.51, 25.37, -37.07, -20.72, 21.34, 43.31, -12.58, 41.08, 5.80
91 / 100 (7824): 3.51, -33.58, 0.90, -63.94, -9.54, 32.62, 47.40, -25.88, -16.07, 21.00
82 / 100 (7508): -45.29, 0.97, 5.66, -36.32, -1.43, 40.14, 14.51, 68.69, -0.47, 7.35
93 / 100 (7689): -64.92, -2.38, 12.60, -21.15, -16.53, 34.48, 35.16, 31.17, 34.21, 18.25
94 / 100 (7928): -39.94, -41.21, -0.17, -62.75, -18.31, 32.66, 34.73, -1.30, -10.53, 6.98
97 / 100 (7926): -80.79, -22.05, 33.51, -28.38, -3.43, 18.89, -8.64, -20.83, -10.24, 8.78
99 / 100 (7928): -61.17, -31.23, 25.76, -39.66, -13.63, 35.80, 36.23, -13.46, -6.88, 6.20
98 / 100 (7969): -76.97, -25.70, 41.24, -29.78, -3.99, 22.02, -10.07, -1.33, -11.94, 9.02
94 / 100 (7794): -63.34, -23.69, 0.97, -37.44, -12.17, 41.02, 23.09, 36.91, -6.50, 15.94
91 / 100 (7725): -49.51, -3.51, 41.23, -37.91, -3.88, 50.71, 27.13, -1.61, 18.79, 26.85
97 / 100 (7936): -52.47, -26.77, -0.13, -48.28, -12.42, 41.85, 23.55, 37.65, -7.52, 16.26
87 / 100 (7556): -63.81, -3.42, 59.02, -34.27, -6.22, 24.04, -9.77, 2.66, 16.17, 16.66
99 / 100 (8048): -58.12, -16.40, -0.16, -39.57, -16.61, 42.69, 36.65, -13.37, 30.71, 14.96
95 / 100 (7933): -83.90, -23.76, 0.57, 3.86, -12.50, 21.26, 15.92, 37.91, -6.68, 6.10
90 / 100 (7740): -32.25, -33.28, 34.47, -47.19, -2.53, 24.71, 44.29, 1.45, 42.01, 9.61
100 / 100 (8013): -77.53, -25.74, 0.35, -8.20, -0.02, 37.61, 12.41, -11.85, 36.94, 13.59
85 / 100 (7535): -79.17, -15.69, 0.68, -22.30, -1.93, 20.06, 44.90, -18.00, 15.09, 3.75
84 / 100 (7583): -37.59, -29.40, 1.03, -51.97, -23.02, 29.92, 53.63, -23.97, -9.02, 7.87
88 / 100 (7544): -52.37, -19.77, -41.25, -41.36, -2.74, 27.54, -12.59, -1.67, -14.93, 48.00
100 / 100 (7983): -38.97, -2.76, 41.64, -31.34, -3.06, 46.09, 40.70, 36.08, 14.79, 21.13
81 / 100 (7427): -43.68, 0.94, 2.38, -9.25, -0.90, 38.72, 38.91, 66.26, 23.35, 7.09
99 / 100 (7968): -53.51, -19.09, 27.13, -42.91, -10.53, 33.85, 35.75, 31.94, -5.62, 24.68
82 / 100 (7476): -63.16, -21.83, 0.68, -18.36, -20.17, 47.97, 35.44, -17.80, 29.70, 5.85
100 / 100 (8139): -39.18, -35.58, 22.52, -40.96, -9.27, 31.25, 50.46, 2.42, 36.47, 8.34
